City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
326,Nelson Bay,AU,-35.2813,149.1292,292.62,66,100,4.12
327,Gat,AU,-35.2813,149.1292,292.62,66,100,4.12
328,Kyabe,AU,-35.2813,149.1292,292.62,66,100,4.12
329,Tiznit,AU,-35.2813,149.1292,292.62,66,100,4.12
330,Buzmeyin,AU,-35.2813,149.1292,292.62,66,100,4.12
331,Tabou,AU,-35.2813,149.1292,292.62,66,100,4.12
332,Yining,AU,-35.2813,149.1292,292.62,66,100,4.12
333,Leirvik,AU,-35.2813,149.1292,292.62,66,100,4.12
334,Carballo,AU,-35.2813,149.1292,292.62,66,100,4.12
335,Mao,AU,-35.2813,149.1292,292.62,66,100,4.12
336,Eureka,AU,-35.2813,149.1292,292.62,66,100,4.12
337,Shingu,AU,-35.2813,149.1292,292.62,66,100,4.12
338,Paamiut,AU,-35.2813,149.1292,292.62,66,100,4.12
339,Islamkot,AU,-35.2813,149.1292,292.62,66,100,4.12
340,Wewak,AU,-35.2813,149.1292,292.62,66,100,4.12
341,Ushtobe,AU,-35.2813,149.1292,292.62,66,100,4.12
342,Gravelbourg,AU,-35.2813,149.1292,292.62,66,100,4.12
343,Pacific Grove,AU,-35.2813,149.1292,292.62,66,100,4.12
344,Ascension,AU,-35.2813,149.1292,292.62,66,100,4.12
345,Soure,AU,-35.2813,149.1292,292.62,66,100,4.12
346,Pilar,AU,-35.2813,149.1292,292.62,66,100,4.12
347,San Rafael,AU,-35.2813,149.1292,292.62,66,100,4.12
348,Ampere,AU,-35.2813,149.1292,292.62,66,100,4.12
349,Camabatela,AU,-35.2813,149.1292,292.62,66,100,4.12
350,Birin,AU,-35.2813,149.1292,292.62,66,100,4.12
351,Port Macquarie,AU,-35.2813,149.1292,292.62,66,100,4.12
352,Banda Aceh,AU,-35.2813,149.1292,292.62,66,100,4.12
353,Pevek,AU,-35.2813,149.1292,292.62,66,100,4.12
354,Amderma,AU,-35.2813,149.1292,292.62,66,100,4.12
355,Hundorp,AU,-35.2813,149.1292,292.62,66,100,4.12
356,Ponta Do Sol,AU,-35.2813,149.1292,292.62,66,100,4.12
357,Tazovskiy,AU,-35.2813,149.1292,292.62,66,100,4.12
358,Alofi,AU,-35.2813,149.1292,292.62,66,100,4.12
359,Qaanaaq,AU,-35.2813,149.1292,292.62,66,100,4.12
360,Ruzomberok,AU,-35.2813,149.1292,292.62,66,100,4.12
361,Manzil Tamim,AU,-35.2813,149.1292,292.62,66,100,4.12
362,Morant Bay,AU,-35.2813,149.1292,292.62,66,100,4.12
363,Krutinka,AU,-35.2813,149.1292,292.62,66,100,4.12
364,Mahibadhoo,AU,-35.2813,149.1292,292.62,66,100,4.12
365,Kardla,AU,-35.2813,149.1292,292.62,66,100,4.12
366,San Patricio,AU,-35.2813,149.1292,292.62,66,100,4.12
367,Daru,AU,-35.2813,149.1292,292.62,66,100,4.12
368,Kungurtug,AU,-35.2813,149.1292,292.62,66,100,4.12
369,Kathmandu,AU,-35.2813,149.1292,292.62,66,100,4.12
370,Lavrentiya,AU,-35.2813,149.1292,292.62,66,100,4.12
371,Staroye Drozhzhanoye,AU,-35.2813,149.1292,292.62,66,100,4.12
372,Teahupoo,AU,-35.2813,149.1292,292.62,66,100,4.12
373,Cabedelo,AU,-35.2813,149.1292,292.62,66,100,4.12
374,Balakhta,AU,-35.2813,149.1292,292.62,66,100,4.12
375,Phan Rang,AU,-35.2813,149.1292,292.62,66,100,4.12
376,Ahuimanu,AU,-35.2813,149.1292,292.62,66,100,4.12
377,Esso,AU,-35.2813,149.1292,292.62,66,100,4.12
378,Coihaique,AU,-35.2813,149.1292,292.62,66,100,4.12
379,Tromso,AU,-35.2813,149.1292,292.62,66,100,4.12
380,Khani,AU,-35.2813,149.1292,292.62,66,100,4.12
381,Kodiak,AU,-35.2813,149.1292,292.62,66,100,4.12
382,Lagunas,AU,-35.2813,149.1292,292.62,66,100,4.12
383,Kindersley,AU,-35.2813,149.1292,292.62,66,100,4.12
384,Vanimo,AU,-35.2813,149.1292,292.62,66,100,4.12
385,Hailar,AU,-35.2813,149.1292,292.62,66,100,4.12
386,Omsukchan,AU,-35.2813,149.1292,292.62,66,100,4.12
387,Caraballeda,AU,-35.2813,149.1292,292.62,66,100,4.12
388,Seoul,AU,-35.2813,149.1292,292.62,66,100,4.12
389,Tautira,AU,-35.2813,149.1292,292.62,66,100,4.12
390,Tasiilaq,AU,-35.2813,149.1292,292.62,66,100,4.12
391,Guanare,AU,-35.2813,149.1292,292.62,66,100,4.12
392,Qaracala,AU,-35.2813,149.1292,292.62,66,100,4.12
393,Katobu,AU,-35.2813,149.1292,292.62,66,100,4.12
394,Busembatia,AU,-35.2813,149.1292,292.62,66,100,4.12
395,Antalaha,AU,-35.2813,149.1292,292.62,66,100,4.12
396,Bambous Virieux,AU,-35.2813,149.1292,292.62,66,100,4.12
397,Maldonado,AU,-35.2813,149.1292,292.62,66,100,4.12
398,Leh,AU,-35.2813,149.1292,292.62,66,100,4.12
399,Verkhnyaya Inta,AU,-35.2813,149.1292,292.62,66,100,4.12
400,Imbituva,AU,-35.2813,149.1292,292.62,66,100,4.12
